Authors, Title,School, Year,Link
Pablo Guitierrez Povedano,Detección de motocicletas como apoyo al combate de crímenes de alto impacto artificial empleando visión por computadora e inteligencia ,Escuela Superior de Cómputo (ESCOM),2023,https://jivg.org/wp-content/uploads/2024/03/2023_TT_Gutierrez_Povedano.pdf
