Date,Type,Title,Status,URL
2019/10/18,CONACYT Ciencia de Frontera,Estrategias de planificación basadas en aprendizaje por refuerzo profundo para exploración autónoma,En revisión,https://jivasquez.files.wordpress.com/2020/09/ciencia_frontera_19_jivg.pdf
