Date,Name,User,License,Validation
2016,Planificación de Vuelo de Vehiculos Aéreos no Tripulados para Agricultura de Precisión. Proyecto CONACYT 222035,"Verstand Technologies, Hermosillo Sonora, México",Reserved License,Validada por la comisión transversal de tecnología del SNI en 2019.
